,Entity,Code,Year,Cellular Subscription,Internet Users(%),No. of Internet Users,Broadband Subscription
5189,Mexico,MEX,1994,0.631403863,0.043339167,38275,0
5190,Mexico,MEX,1995,0.751132786,0.102564193,92277,0
5191,Mexico,MEX,1996,1.097082615,0.200406283,183545,0
5192,Mexico,MEX,1997,1.839969993,0.627311528,584548,0
5193,Mexico,MEX,1998,3.48699069,1.26578331,1199549,0
5194,Mexico,MEX,1999,7.931116104,1.85743618,1789358,0
5195,Mexico,MEX,2000,14.23448181,5.081384182,4973326,0.015166859
5196,Mexico,MEX,2001,21.69288063,7.038022995,6995393,0.049851365
5197,Mexico,MEX,2002,25.49867439,11.89999962,12009132,0.227650642
5198,Mexico,MEX,2003,29.19810104,12.89999962,13213385,0.415567279
5199,Mexico,MEX,2004,36.79008865,14.10000038,14656360,1.011608601
5200,Mexico,MEX,2005,44.45890045,17.20999908,18146636,1.813450575
5201,Mexico,MEX,2006,51.5018425,19.52000046,20864302,2.807731152
5202,Mexico,MEX,2007,60.96835709,20.80999947,22537849,4.12604332
5203,Mexico,MEX,2008,67.95405579,21.70999908,23812503,6.797468185
5204,Mexico,MEX,2009,73.97358704,26.34000015,29250418,8.572678566
5205,Mexico,MEX,2010,80.09564209,31.04999924,34941309,9.275650978
5206,Mexico,MEX,2011,81.75190735,37.17629623,42436921,9.996994019
5207,Mexico,MEX,2012,85.89038849,39.75,46012975,11.15102959
5208,Mexico,MEX,2013,89.83415222,43.45999908,50974528,10.7280798
5209,Mexico,MEX,2014,87.19889069,44.38999939,52715738,10.82838726
5210,Mexico,MEX,2015,88.37175751,57.43104172,69003337,12.11053371
5211,Mexico,MEX,2016,90.59237671,59.54044724,72353089,12.91132355
5212,Mexico,MEX,2017,91.62670898,63.85224915,78435628,13.62465668
5213,Mexico,MEX,2018,95.22511292,65.77263641,81567188,14.54854202
5214,Mexico,MEX,2019,95.6572113,70.06990814,87647163,15.16988087
5215,Mexico,MEX,2020,95.31976318,71.96819305,90678697,17.01362228
5216,Micronesia (country),FSM,1980,0,0,0,0
5217,Micronesia (country),FSM,1981,0,0,0,0
5218,Micronesia (country),FSM,1982,0,0,0,0
5219,Micronesia (country),FSM,1983,0,0,0,0
5220,Micronesia (country),FSM,1984,0,0,0,0
5221,Micronesia (country),FSM,1985,0,0,0,0
5222,Micronesia (country),FSM,1986,0,0,0,0
5223,Micronesia (country),FSM,1987,0,0,0,0
5224,Micronesia (country),FSM,1988,0,0,0,0
5225,Micronesia (country),FSM,1989,0,0,0,0
5226,Micronesia (country),FSM,1990,0,0,0,0
5227,Micronesia (country),FSM,1991,0,0,0,0
5228,Micronesia (country),FSM,1992,0,0,0,0
5229,Micronesia (country),FSM,1993,0,0,0,0
5230,Micronesia (country),FSM,1994,0,0,0,0
5231,Micronesia (country),FSM,1995,0,0,0,0
5232,Micronesia (country),FSM,1996,0,0.278037786,308,0
5233,Micronesia (country),FSM,1997,0,0.570676863,634,0
5234,Micronesia (country),FSM,1998,0,1.858718753,2071,0
5235,Micronesia (country),FSM,1999,0,2.79759407,3121,0
5236,Micronesia (country),FSM,2000,0,3.734862089,4173,0
5237,Micronesia (country),FSM,2001,0,4.660527229,5218,0
5238,Micronesia (country),FSM,2002,0.093431748,5.570099831,6239,0
5239,Micronesia (country),FSM,2003,5.49012661,9.232501984,10324,0.00561267
5240,Micronesia (country),FSM,2004,11.98780727,11.01786709,12279,0.024384525
5241,Micronesia (country),FSM,2005,13.28006458,11.88136864,13183,0.043343477
5242,Micronesia (country),FSM,2006,17.66710091,12.75033951,14066,0.090157636
5243,Micronesia (country),FSM,2007,26.26862335,13.62113285,14922,0.1110643
5244,Micronesia (country),FSM,2008,26.55901337,14.48999977,15753,0
5245,Micronesia (country),FSM,2009,26.70551109,15.35000038,16560,0
5246,Micronesia (country),FSM,2010,26.73961067,20,21521,0.969770014
5247,Micronesia (country),FSM,2011,26.67955589,22.79999924,24601,0
5248,Micronesia (country),FSM,2012,29.86718559,25.97442245,28117,0
5249,Micronesia (country),FSM,2013,29.63672829,27.79999924,30195,1.94758606
5250,Micronesia (country),FSM,2015,20.66669655,31.50108147,34486,3.009320974
5251,Micronesia (country),FSM,2016,21.24211693,33.35216141,36665,2.875289202
5252,Micronesia (country),FSM,2017,20.7376709,35.30405426,38990,3.387792826
5253,Micronesia (country),FSM,2019,20.20823288,0,0,4.393094063
5254,Micronesia (country),FSM,2020,19.1266098,0,0,5.216348171
5255,Middle East and North Africa,Region,1980,0,0,0,0
5256,Middle East and North Africa,Region,1981,0,0,0,0
5257,Middle East and North Africa,Region,1982,0.001281127,0,0,0
5258,Middle East and North Africa,Region,1983,0.001898489,0,0,0
5259,Middle East and North Africa,Region,1984,0.002547715,0,0,0
5260,Middle East and North Africa,Region,1985,0.004142729,0,0,0
5261,Middle East and North Africa,Region,1986,0.010453875,0,0,0
5262,Middle East and North Africa,Region,1987,0.015914464,0,0,0
5263,Middle East and North Africa,Region,1988,0.018043809,0,0,0
5264,Middle East and North Africa,Region,1989,0.026132541,0,0,0
5265,Middle East and North Africa,Region,1990,0.040867332,0.001938978,0,0
5266,Middle East and North Africa,Region,1991,0.06000489,0.0037766,0,0
5267,Middle East and North Africa,Region,1992,0.071780145,0.005521886,0,0
5268,Middle East and North Africa,Region,1993,0.098339997,0.007987148,0,0
5269,Middle East and North Africa,Region,1994,0.147748291,0.013151886,0,0
5270,Middle East and North Africa,Region,1995,0.343640864,0.031096425,0,0
5271,Middle East and North Africa,Region,1996,0.705110073,0.083896793,0,0
5272,Middle East and North Africa,Region,1997,1.200958014,0.22925666,0,0
5273,Middle East and North Africa,Region,1998,1.68813169,0.490050137,0,0
5274,Middle East and North Africa,Region,1999,2.448821545,0.928125322,0,0
5275,Middle East and North Africa,Region,2000,4.565326691,1.707568049,0,0
5276,Middle East and North Africa,Region,2001,7.535830975,2.098148108,0,0
5277,Middle East and North Africa,Region,2002,10.26484203,3.780262947,0,0.172037557
5278,Middle East and North Africa,Region,2003,13.31367207,5.156982899,0,0.327775568
5279,Middle East and North Africa,Region,2004,18.42853165,8.431721687,0,0
5280,Middle East and North Africa,Region,2005,28.35412025,9.841715813,0,0.876170039
5281,Middle East and North Africa,Region,2006,40.59008789,11.88290691,0,0.894749403
5282,Middle East and North Africa,Region,2007,56.16396332,15.12908363,0,1.286333442
5283,Middle East and North Africa,Region,2008,68.04432678,18.83848763,0,1.71257782
5284,Middle East and North Africa,Region,2009,81.77297974,21.73891258,0,2.159714937
5285,Middle East and North Africa,Region,2010,91.77876282,25.03272629,0,2.613456726
5286,Middle East and North Africa,Region,2011,98.32540894,28.00577545,0,3.489541531
5287,Middle East and North Africa,Region,2012,103.3221436,31.54395485,0,4.358191013
5288,Middle East and North Africa,Region,2013,108.7655029,35.515625,0,4.641850948
5289,Middle East and North Africa,Region,2014,109.2673264,40.41354752,0,5.426999092
5290,Middle East and North Africa,Region,2015,109.588562,44.84419632,0,7.014454842
5291,Middle East and North Africa,Region,2016,108.520607,50.28753662,0,7.671439648
5292,Middle East and North Africa,Region,2017,107.5444565,56.63393021,0,9.026294708
5293,Middle East and North Africa,Region,2018,106.0029144,61.4442749,0,9.76069355
5294,Middle East and North Africa,Region,2019,110.8054276,69.28152466,0,9.709697723
5295,Middle East and North Africa,Region,2020,110.8516541,77.83233643,0,11.02017879
5296,Middle income,Region,1980,0,0,0,0
5297,Middle income,Region,1981,0,0,0,0
5298,Middle income,Region,1982,0,0,0,0
5299,Middle income,Region,1983,0,0,0,0
5300,Middle income,Region,1984,4.94E-05,0,0,0
5301,Middle income,Region,1985,5.65E-05,0,0,0
5302,Middle income,Region,1986,0.000448757,0,0,0
5303,Middle income,Region,1987,0.001018584,0,0,0
5304,Middle income,Region,1988,0.001874,0,0,0
5305,Middle income,Region,1989,0.003508325,0,0,0
5306,Middle income,Region,1990,0.007962091,0,0,0
5307,Middle income,Region,1991,0.01596893,0.000369731,0,0
5308,Middle income,Region,1992,0.03082737,0.001306033,0,0
5309,Middle income,Region,1993,0.060113434,0.004007906,0,0
5310,Middle income,Region,1994,0.128074586,0.011083146,0,0
5311,Middle income,Region,1995,0.258721322,0.034687299,0,0
5312,Middle income,Region,1996,0.459601492,0.082787491,0,0
5313,Middle income,Region,1997,0.836488485,0.165995657,0,0
5314,Middle income,Region,1998,1.342461348,0.378979474,0,0
5315,Middle income,Region,1999,2.4053514,0.759793639,0,0
5316,Middle income,Region,2000,4.386719227,1.546455145,0,0
5317,Middle income,Region,2001,6.903725624,2.199699163,0,0.028037287
5318,Middle income,Region,2002,9.682741165,3.710421085,0,0.126321867
5319,Middle income,Region,2003,13.21502686,4.866924286,0,0.356805801
5320,Middle income,Region,2004,18.33321381,6.256792545,0,0.811684668
5321,Middle income,Region,2005,25.13123703,7.390552521,0,1.127201438
5322,Middle income,Region,2006,33.34641266,9.016566277,0,1.638321161
5323,Middle income,Region,2007,42.67547607,11.7989521,0,2.15547061
5324,Middle income,Region,2008,53.21316147,14.74204254,0,2.854702473
5325,Middle income,Region,2009,62.9672699,17.83265114,0,3.602909327
5326,Middle income,Region,2010,73.57847595,21.59939384,0,4.412194729
5327,Middle income,Region,2011,82.11209106,24.76813698,0,5.443453789
5328,Middle income,Region,2012,86.7263031,27.45270538,0,5.926104069
5329,Middle income,Region,2013,91.77908325,29.77399635,0,6.411383629
5330,Middle income,Region,2014,95.1374588,32.15723419,0,6.822910786
5331,Middle income,Region,2015,96.35810089,34.87554932,0,8.39509201
5332,Middle income,Region,2016,100.7123795,37.86980057,0,9.446684837
5333,Middle income,Region,2017,103.686203,40.67497253,0,10.96713829
5334,Middle income,Region,2018,105.9808121,44.49394226,0,11.52042103
5335,Middle income,Region,2019,109.1250381,49.93650818,0,12.34781265
5336,Middle income,Region,2020,108.5164032,57.21282196,0,13.39396477
5337,Moldova,MDA,1980,0,0,0,0
5338,Moldova,MDA,1981,0,0,0,0
5339,Moldova,MDA,1982,0,0,0,0
5340,Moldova,MDA,1983,0,0,0,0
5341,Moldova,MDA,1984,0,0,0,0
5342,Moldova,MDA,1985,0,0,0,0
5343,Moldova,MDA,1986,0,0,0,0
5344,Moldova,MDA,1987,0,0,0,0
5345,Moldova,MDA,1988,0,0,0,0
5346,Moldova,MDA,1989,0,0,0,0
5347,Moldova,MDA,1990,0,0,0,0
5348,Moldova,MDA,1991,0,0,0,0
5349,Moldova,MDA,1992,0,0,0,0
5350,Moldova,MDA,1993,0,0,0,0
5351,Moldova,MDA,1994,0,0.000825391,37,0
5352,Moldova,MDA,1995,0.000322536,0.003457217,154,0
5353,Moldova,MDA,1996,0.021314932,0.004643901,206,0
5354,Moldova,MDA,1997,0.051324259,0.028128808,1236,0
5355,Moldova,MDA,1998,0.164518684,0.260818213,11355,0
5356,Moldova,MDA,1999,0.425951928,0.600695252,25854,0
5357,Moldova,MDA,2000,3.307430744,1.282846451,54541,0
5358,Moldova,MDA,2001,5.37365675,1.487812996,62496,0.005708017
5359,Moldova,MDA,2002,8.094934464,3.787242889,157081,0.010004236
5360,Moldova,MDA,2003,11.4045229,7.407544613,303264,0.014305315
5361,Moldova,MDA,2004,18.88214302,10.62939072,430171,0.058277924
5362,Moldova,MDA,2005,26.2015686,14.63027,585413,0.249922276
5363,Moldova,MDA,2006,32.75603485,19.62064743,773593,0.525581479
5364,Moldova,MDA,2007,45.58760452,20.45000076,792815,1.278553486
5365,Moldova,MDA,2008,58.9224472,23.38999939,891725,2.80160594
5366,Moldova,MDA,2009,52.13909912,27.5,1031111,4.579967499
5367,Moldova,MDA,2010,62.42147446,32.29999924,1188054,6.626300335
5368,Moldova,MDA,2011,78.87059784,38,1366151,8.735220909
5369,Moldova,MDA,2012,87.94042969,43.36999893,1521071,10.26836872
5370,Moldova,MDA,2013,90.72895813,60,2049919,11.51936436
5371,Moldova,MDA,2014,91.76900482,67,2236686,12.50046921
5372,Moldova,MDA,2015,91.21617889,69.00000763,2261399,13.1277914
5373,Moldova,MDA,2016,93.17465973,71,2289839,13.708848
5374,Moldova,MDA,2017,92.28905487,76.12451935,2421152,14.39348507
5375,Moldova,MDA,2018,89.7576828,0,0,15.37866783
5376,Moldova,MDA,2019,89.37944794,0,0,16.58388329
5377,Moldova,MDA,2020,84.78964996,0,0,17.82368851
5378,Monaco,MCO,1980,0,0,0,0
5379,Monaco,MCO,1981,0,0,0,0
5380,Monaco,MCO,1982,0,0,0,0
5381,Monaco,MCO,1983,0,0,0,0
5382,Monaco,MCO,1984,0,0,0,0
5383,Monaco,MCO,1985,0,0,0,0
5384,Monaco,MCO,1986,0,0,0,0
5385,Monaco,MCO,1987,0,0,0,0
5386,Monaco,MCO,1988,0,0,0,0
5387,Monaco,MCO,1989,0,0,0,0
5388,Monaco,MCO,1990,0,0,0,0
5389,Monaco,MCO,1991,0,0,0,0
5390,Monaco,MCO,1992,0,0,0,0
5391,Monaco,MCO,1993,3.814768076,0,0,0
5392,Monaco,MCO,1994,8.408082962,0,0,0
5393,Monaco,MCO,1995,9.783174515,0,0,0
5394,Monaco,MCO,1996,17.42216492,0,0,0
5395,Monaco,MCO,1997,23.01790237,0,0,0
5396,Monaco,MCO,1998,36.36075592,0,0,0
5397,Monaco,MCO,1999,41.07524109,0,0,0
5398,Monaco,MCO,2000,43.32286072,42.18486404,13708,2.488568068
5399,Monaco,MCO,2001,44.04681396,46.64614105,15144,8.18601799
5400,Monaco,MCO,2002,45.33926773,48.04711533,15570,14.94848537
5401,Monaco,MCO,2003,45.4890976,49.49116898,16008,19.7116394
5402,Monaco,MCO,2004,47.01492691,52.49019623,16932,22.70447731
5403,Monaco,MCO,2005,50.79632568,55.46482468,17839,28.07079697
5404,Monaco,MCO,2006,53.54489517,61.47603989,19688,32.17314911
5405,Monaco,MCO,2007,59.08761597,64.37768555,20498,35.62635803
5406,Monaco,MCO,2008,63.08786392,67.25,21445,37.27919388
5407,Monaco,MCO,2009,65.29267883,70.09999847,22732,38.04008484
5408,Monaco,MCO,2010,65.74749756,75,24902,38.75098419
5409,Monaco,MCO,2011,88.24394989,80.30000305,27279,44.19276047
5410,Monaco,MCO,2012,91.04498291,87,30209,44.59133148
5411,Monaco,MCO,2013,96.10579681,90.69999695,32152,45.7873764
5412,Monaco,MCO,2014,90.22828674,92.40000153,33387,47.69305038
5413,Monaco,MCO,2015,90.19566345,93.36330414,34340,48.66111755
5414,Monaco,MCO,2016,87.46257019,95.20817566,35313,48.89414215
5415,Monaco,MCO,2017,85.89810181,97.05297852,35977,50.16149139
5416,Monaco,MCO,2018,84.50700378,0,0,50.88671875
5417,Monaco,MCO,2019,86.70310974,0,0,52.55107117
5418,Monaco,MCO,2020,90.42607117,0,0,53.20065308
5419,Mongolia,MNG,1980,0,0,0,0
5420,Mongolia,MNG,1981,0,0,0,0
5421,Mongolia,MNG,1982,0,0,0,0
5422,Mongolia,MNG,1983,0,0,0,0
5423,Mongolia,MNG,1984,0,0,0,0
5424,Mongolia,MNG,1985,0,0,0,0
5425,Mongolia,MNG,1986,0,0,0,0
5426,Mongolia,MNG,1987,0,0,0,0
5427,Mongolia,MNG,1988,0,0,0,0
5428,Mongolia,MNG,1989,0,0,0,0
5429,Mongolia,MNG,1990,0,0,0,0
5430,Mongolia,MNG,1991,0,0,0,0
5431,Mongolia,MNG,1992,0,0,0,0
5432,Mongolia,MNG,1993,0,0,0,0
5433,Mongolia,MNG,1994,0,0,0,0
5434,Mongolia,MNG,1995,0,0.008811225,205,0
5435,Mongolia,MNG,1996,0.038850576,0.018160749,428,0
5436,Mongolia,MNG,1997,0.085626192,0.112742551,2685,0
5437,Mongolia,MNG,1998,0.383416325,0.145810544,3507,0
5438,Mongolia,MNG,1999,1.454491854,0.508471549,12348,0
5439,Mongolia,MNG,2000,6.448604107,1.255651951,30776,0
5440,Mongolia,MNG,2001,8.059223175,1.653238297,40878,0.002025138
5441,Mongolia,MNG,2002,8.840607643,2.039572716,50880,0.003683586
5442,Mongolia,MNG,2003,12.92145634,0,0,0.020253066
5443,Mongolia,MNG,2004,17.17259026,0,0,0.036052044
5444,Mongolia,MNG,2005,22.05516624,0,0,0.071246944
5445,Mongolia,MNG,2006,30.28306389,0,0,0.136779875
5446,Mongolia,MNG,2007,46.05496979,9,234508,0.285100728
5447,Mongolia,MNG,2008,66.99264526,9.800000191,258122,1.235002279
5448,Mongolia,MNG,2009,84.11348724,10,266672,1.498880267
5449,Mongolia,MNG,2010,92.30021667,10.19999981,275658,2.821946144
5450,Mongolia,MNG,2011,106.2068481,12.49999142,342993,3.394936562
5451,Mongolia,MNG,2012,119.4890594,16.39999962,457946,3.900063038
5452,Mongolia,MNG,2013,99.85401154,17.6999836,503593,4.848686218
5453,Mongolia,MNG,2014,102.9636688,19.94244766,578895,6.708835125
5454,Mongolia,MNG,2015,102.3251114,22.50000381,667070,6.938510418
5455,Mongolia,MNG,2016,110.1823273,22.26576996,674555,7.399216652
5456,Mongolia,MNG,2017,124.8052063,23.71426582,734201,9.155831337
5457,Mongolia,MNG,2018,133.1783447,47.13000107,1491190,9.657071114
5458,Mongolia,MNG,2019,137.0136566,51.0799942,1651128,9.838777542
5459,Mongolia,MNG,2020,133.1157074,62.5000267,2058963,9.369702339
5460,Montenegro,MNE,2004,78.64451599,25.35006905,160352,0
5461,Montenegro,MNE,2005,88.1291275,27.10000038,171512,1.243528843
5462,Montenegro,MNE,2006,104.1791,28.89999962,182807,0
5463,Montenegro,MNE,2007,145.2655487,30.79999924,194635,2.881422997
5464,Montenegro,MNE,2008,186.3825378,32.90000153,207755,6.397508621
5465,Montenegro,MNE,2009,207.7518005,35.09999847,221547,9.524046898
5466,Montenegro,MNE,2010,187.4174042,37.5,236643,10.3584156
5467,Montenegro,MNE,2011,185.3778381,35.61154175,224994,10.34944916
5468,Montenegro,MNE,2012,158.3047485,56.83878326,359820,14.02212715
5469,Montenegro,MNE,2013,158.6828308,60.31000137,382336,15.28247166
5470,Montenegro,MNE,2014,161.701767,61,386924,16.57445526
5471,Montenegro,MNE,2015,160.7592926,68.11978912,431858,17.9269352
5472,Montenegro,MNE,2016,165.9185028,69.8816452,442535,18.30935669
5473,Montenegro,MNE,2017,166.4651947,71.27233124,450758,21.8983593
5474,Montenegro,MNE,2018,180.6938171,71.51709747,451601,25.33079338
5475,Montenegro,MNE,2019,183.2837372,73.47666931,463199,28.46890068
5476,Montenegro,MNE,2020,171.9706268,77.60879517,488204,29.32430649
5477,Morocco,MAR,1980,0,0,0,0
5478,Morocco,MAR,1981,0,0,0,0
5479,Morocco,MAR,1982,0,0,0,0
5480,Morocco,MAR,1983,0,0,0,0
5481,Morocco,MAR,1984,0,0,0,0
5482,Morocco,MAR,1985,0,0,0,0
5483,Morocco,MAR,1986,0,0,0,0
5484,Morocco,MAR,1987,0.000255894,0,0,0
5485,Morocco,MAR,1988,0.000439265,0,0,0
5486,Morocco,MAR,1989,0.00287408,0,0,0
5487,Morocco,MAR,1990,0.003644065,0,0,0
5488,Morocco,MAR,1991,0.005938147,0,0,0
5489,Morocco,MAR,1992,0.012511957,0,0,0
5490,Morocco,MAR,1993,0.025711901,0,0,0
5491,Morocco,MAR,1994,0.051887423,0,0,0
5492,Morocco,MAR,1995,0.109323286,0.003710492,987,0
5493,Morocco,MAR,1996,0.156817213,0.005675444,1532,0
5494,Morocco,MAR,1997,0.268323362,0.021635203,5927,0
5495,Morocco,MAR,1998,0.414952546,0.14230077,39548,0
5496,Morocco,MAR,1999,1.297372699,0.175595343,49477,0
5497,Morocco,MAR,2000,8.133729935,0.69379127,198108,0
5498,Morocco,MAR,2001,16.38290596,1.371438146,396758,0
5499,Morocco,MAR,2002,21.04470825,2.373253107,695406,0.006790072
5500,Morocco,MAR,2003,24.71174431,3.353366613,994651,0.009105901
5501,Morocco,MAR,2004,31.00385666,11.60793495,3486225,0.214708745
5502,Morocco,MAR,2005,40.69143677,15.08444405,4590483,0.818037808
5503,Morocco,MAR,2006,51.955513,19.77119064,6096056,1.272069573
5504,Morocco,MAR,2007,64.2713089,21.5,6715016,1.531783462
5505,Morocco,MAR,2008,72.34622955,33.09999847,10471183,1.563975453
5506,Morocco,MAR,2009,79.27179718,41.29999924,13233709,1.501774907
5507,Morocco,MAR,2010,98.8835144,52,16881730,1.559821129
5508,Morocco,MAR,2011,111.5066376,46.10748291,15171072,1.81566
5509,Morocco,MAR,2012,117.3709564,55.41605377,18482454,2.074312925
5510,Morocco,MAR,2013,125.8279953,56,18929976,2.503106594
5511,Morocco,MAR,2014,129.018692,56.79999924,19453209,2.905476809
5512,Morocco,MAR,2015,124.279335,57.07999802,19795604,3.310483932
5513,Morocco,MAR,2016,118.1848145,58.27123642,20457441,3.574041605
5514,Morocco,MAR,2017,123.4247284,61.76221085,21942950,3.875262499
5515,Morocco,MAR,2018,124.1715546,64.80386353,23282418,4.309292316
5516,Morocco,MAR,2019,127.9529953,74.37631226,27001880,4.801908493
5517,Morocco,MAR,2020,133.8939972,84.12036133,30862724,5.696022987
5518,Mozambique,MOZ,1980,0,0,0,0
5519,Mozambique,MOZ,1981,0,0,0,0
5520,Mozambique,MOZ,1982,0,0,0,0
5521,Mozambique,MOZ,1983,0,0,0,0
5522,Mozambique,MOZ,1984,0,0,0,0
5523,Mozambique,MOZ,1985,0,0,0,0
5524,Mozambique,MOZ,1986,0,0,0,0
5525,Mozambique,MOZ,1987,0,0,0,0
5526,Mozambique,MOZ,1988,0,0,0,0
5527,Mozambique,MOZ,1989,0,0,0,0
5528,Mozambique,MOZ,1990,0,0,0,0
5529,Mozambique,MOZ,1991,0,0,0,0
5530,Mozambique,MOZ,1992,0,0,0,0
5531,Mozambique,MOZ,1993,0,0,0,0
5532,Mozambique,MOZ,1994,0,0,0,0
5533,Mozambique,MOZ,1995,0,0,0,0
5534,Mozambique,MOZ,1996,0,0.003042979,489,0
5535,Mozambique,MOZ,1997,0.015246521,0.011842611,1957,0
5536,Mozambique,MOZ,1998,0.039996553,0.020197054,3418,0
5537,Mozambique,MOZ,1999,0.070997834,0.056250628,9753,0
5538,Mozambique,MOZ,2000,0.288308561,0.109592527,19473,0
5539,Mozambique,MOZ,2001,0.837739766,0.160031945,29159,0
5540,Mozambique,MOZ,2002,1.357689738,0.25961262,48534,0
5541,Mozambique,MOZ,2003,2.254175901,0.419538856,80496,0
5542,Mozambique,MOZ,2004,3.555903435,0.67944783,133813,0
5543,Mozambique,MOZ,2005,7.338481903,0.854357123,172675,0
5544,Mozambique,MOZ,2006,11.09727097,0.842954516,174795,0.010441122
5545,Mozambique,MOZ,2007,14.21002197,0.910000026,193653,0.029377138
5546,Mozambique,MOZ,2008,19.77414322,1.559999943,340791,0.049985196
5547,Mozambique,MOZ,2009,26.07930374,2.680000067,601303,0.060048807
5548,Mozambique,MOZ,2010,30.69992638,4.170000076,962175,0.073615983
5549,Mozambique,MOZ,2011,32.47688675,4.599999905,1092979,0.117308557
5550,Mozambique,MOZ,2012,35.41448975,5,1224381,0.118402436
5551,Mozambique,MOZ,2013,48.51691437,5.5,1388846,0.112876162
5552,Mozambique,MOZ,2014,70.31311035,6,1562322,0.140701249
5553,Mozambique,MOZ,2015,74.45799255,6.5,1744811,0.157421783
5554,Mozambique,MOZ,2016,53.99077225,7,1938755,0.167441979
5555,Mozambique,MOZ,2017,41.45170212,7.800000191,2228417,0.215159208
5556,Mozambique,MOZ,2018,47.71577835,10.89999962,3207203,0.237801701
5557,Mozambique,MOZ,2019,48.65094757,15.10000038,4573126,0.230438381
5558,Mozambique,MOZ,2020,49.47372055,16.5,5144410,0.223961055
5559,Myanmar,MMR,1980,0,0,0,0
5560,Myanmar,MMR,1981,0,0,0,0
5561,Myanmar,MMR,1982,0,0,0,0
5562,Myanmar,MMR,1983,0,0,0,0
5563,Myanmar,MMR,1984,0,0,0,0
5564,Myanmar,MMR,1985,0,0,0,0
5565,Myanmar,MMR,1986,0,0,0,0
5566,Myanmar,MMR,1987,0,0,0,0
5567,Myanmar,MMR,1988,0,0,0,0
5568,Myanmar,MMR,1989,0,0,0,0
5569,Myanmar,MMR,1990,0,0,0,0
5570,Myanmar,MMR,1991,0,0,0,0
5571,Myanmar,MMR,1992,0,0,0,0
5572,Myanmar,MMR,1993,0.001499184,0,0,0
5573,Myanmar,MMR,1994,0.004425653,0,0,0
5574,Myanmar,MMR,1995,0.006300454,0,0,0
5575,Myanmar,MMR,1996,0.016332148,0,0,0
5576,Myanmar,MMR,1997,0.018859698,0,0,0
5577,Myanmar,MMR,1998,0.018670846,0,0,0
5578,Myanmar,MMR,1999,0.024661615,0.000151709,68,0
5579,Myanmar,MMR,2000,0.028675269,0,0,0
5580,Myanmar,MMR,2001,0.048006233,0.000289277,133,0
5581,Myanmar,MMR,2002,0.100586616,0.000426494,198,0
5582,Myanmar,MMR,2003,0.138148531,0.02406415,11292,0
5583,Myanmar,MMR,2004,0.190369576,0.024337392,11521,0
5584,Myanmar,MMR,2005,0.262921751,0.065238856,31135,0.000496426
5585,Myanmar,MMR,2006,0.434501916,0.182048336,87544,0.008034312
5586,Myanmar,MMR,2007,0.499060124,0.217128441,105189,0.013030649
5587,Myanmar,MMR,2008,0.735811412,0.219999999,107205,0.02001817
5588,Myanmar,MMR,2009,0.999007642,0.219999999,107835,0.046248417
5589,Myanmar,MMR,2010,1.173894048,0.25,123477,0.045355
5590,Myanmar,MMR,2011,2.438917398,0.980000019,487986,0.042945158
5591,Myanmar,MMR,2012,7.254130363,1.399999976,703055,0
5592,Myanmar,MMR,2013,13.17657661,1.799999952,911670,0
5593,Myanmar,MMR,2014,55.52579117,7.400000095,3779360,0
5594,Myanmar,MMR,2015,77.81539917,10.89999962,5611751,0.062491547
5595,Myanmar,MMR,2016,95.36473846,16,8302776,0.169074669
5596,Myanmar,MMR,2017,89.81716156,23.62108231,12351073,0.208995372
5597,Myanmar,MMR,2018,113.8444901,28.70000076,15115147,0.240279347
5598,Myanmar,MMR,2019,151.6233826,34.90000153,18511035,0.898971617
5599,Myanmar,MMR,2020,144.3643036,35.09999847,18751542,1.265975952
5600,Namibia,NAM,1980,0,0,0,0
5601,Namibia,NAM,1981,0,0,0,0
5602,Namibia,NAM,1982,0,0,0,0
5603,Namibia,NAM,1983,0,0,0,0
5604,Namibia,NAM,1984,0,0,0,0
5605,Namibia,NAM,1985,0,0,0,0
5606,Namibia,NAM,1986,0,0,0,0
5607,Namibia,NAM,1987,0,0,0,0
5608,Namibia,NAM,1988,0,0,0,0
5609,Namibia,NAM,1989,0,0,0,0
5610,Namibia,NAM,1990,0,0,0,0
5611,Namibia,NAM,1991,0,0,0,0
5612,Namibia,NAM,1992,0,0,0,0
5613,Namibia,NAM,1993,0,0,0,0
5614,Namibia,NAM,1994,0,0,0,0
5615,Namibia,NAM,1995,0.215005547,0.006172051,99,0
5616,Namibia,NAM,1996,0.399428159,0.009032145,149,0
5617,Namibia,NAM,1997,0.736146331,0.058750678,995,0
5618,Namibia,NAM,1998,1.126100779,0.286745101,4978,0
5619,Namibia,NAM,1999,1.700816274,0.336217701,5979,0
5620,Namibia,NAM,2000,4.569337368,1.644739509,29920,0
5621,Namibia,NAM,2001,5.845349312,2.416979551,44869,0
5622,Namibia,NAM,2002,8.101438522,2.633699656,49738,0
5623,Namibia,NAM,2003,11.90298462,3.359839916,64355,0
5624,Namibia,NAM,2004,14.99650097,3.804715633,73789,0
5625,Namibia,NAM,2005,23.15701294,4.010046482,78712,0.006913203
5626,Namibia,NAM,2006,30.88524055,4.398870468,87387,0.010044047
5627,Namibia,NAM,2007,39.88359833,4.835610867,97268,0.012758446
5628,Namibia,NAM,2008,51.48297501,5.329003811,108635,0.015660221
5629,Namibia,NAM,2009,78.40180206,6.5,134415,0.022921188
5630,Namibia,NAM,2010,92.03340912,11.60000038,243516,0.445283681
